entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id	
413	Human	B cells			MS4A1_positive B cells	"CD79A, MS4A1, LINC00926, IGHM, HLA-DQA1, TCL1A, CD79B, HLA-DQB1, HLA-DRA, CD74"	Blood	PBMC	Normal	31966074	6	Oncol Lett	2.31	Supplementary_Data.PDF	Tracking the important role of JUNB in hepatocellular carcinoma by single-cell sequencing analysis 	Peng Yan	2020.2	GSE111360	
414	Human	T cells	"TCF7, LEF1, CD3E, CAMK4, LDHB, SARAF, CD3D, NOSIP, CD27, PIK3IP1, IL32, CD5, IL7R, AQP3, LTB, INPP4B, LIME1, ITGB1"				Blood	PBMC	Normal	31966074	6	Oncol Lett	2.31	Supplementary_Data.PDF	Tracking the important role of JUNB in hepatocellular carcinoma by single-cell sequencing analysis 	Peng Yan	2020.2	GSE111360	
415	Human	Natural killer (NK) cells	"GZMB, FGFBP2, KLRD1, GNLY, SPON2, PRF1, GZMA, CST7, CTSW, CCL5, IFITM1, CD8A, KLRB1, NKG7"				Blood	PBMC	Normal	31966074	6	Oncol Lett	2.31	Supplementary_Data.PDF	Tracking the important role of JUNB in hepatocellular carcinoma by single-cell sequencing analysis 	Peng Yan	2020.2	GSE111360	
416	Human	T cells	"CD3D, CD3E, CD8A"				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
417	Human	B cells	"CD19, CD79A, MS4A1 "				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
418	Human	Plasma cells	"IGHG1, MZB1, SDC1, CD79A"				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
419	Human	Monocytes/Macrophages	"CD68, CD163, CD14"				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
420	Human	Natural killer (NK) cells	"FGFBP2, FCG3RA, CX3CR1"				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
421	Human	Retinal pigment epithelium	RPE65				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
422	Human	Photoreceptors	RCVRN				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
423	Human	Fibroblasts	FGF7				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
424	Human	Endothelial cells	"PECAM1, VWF"				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
425	Human	Tumor cells	"MLANA, MITF, DCT"				Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
426	Human	Dendritic cells	CD1C	"C1QA,C1QB,C1QC"			Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
427	Human	Monocytes/Macrophages	"CD68, CD163, CD14"		Monocytes	"S100A12, CLEC10A"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
428	Human	Monocytes/Macrophages	"CD68, CD163, CD14"		M2 macrophages	"CD163, C1QA, C1QB, C1QC, IL10"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
429	Human	Monocytes/Macrophages	"CD68, CD163, CD14"		M1 macrophages	"C1QA, C1QB, C1QC, lack of M2 macrophage markers"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
430	Human	Monocytes/Macrophages	"CD68, CD163, CD14"		Mitotic macrophages 	MKI67	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
431	Human	T cells	"CD3D, CD3E, CD8A"		T regulatory cells	"FOXP3, TNFRSF4, IKZF2, IL2RA"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
432	Human	T cells	"CD3D, CD3E, CD8A"		Follicular T cells	"CD200, GNG4, CHN1, IGFL2, ITM2A, CPM, NR3C1"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
433	Human	T cells	"CD3D, CD3E, CD8A"		Naive T cells	IL7R	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
434	Human	T cells	"CD3D, CD3E, CD8A"		CD8 T effector memory cells 	"CD8A, ZNF683"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
435	Human	T cells	"CD3D, CD3E, CD8A"		CD8 resident memory cells	"KLRK1, ITGAE "	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
436	Human	T cells	"CD3D, CD3E, CD8A"		Cytotoxic CD8+ T cells 	"PRF1, GZMA, GZMK, NKG7, LAG3, PD1, CTLA4, TIGIT, HAVCR2, TNFRSF9"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
437	Human	T cells	"CD3D, CD3E, CD8A"		CD8 gamma delta T cells	"TRDC, TRDG2"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
438	Human	T cells	"CD3D, CD3E, CD8A"		Mitotic CD8+ T cells	"MKI67, STMN1, HMGB2, TUBB, TUBA1B"	Tissues	Eye or Liver	Uveal melanoma	31980621	23	Nat Commun	12.12	"Tumor cells were identified using MLANA, MITF, and DCT. Tumor cells were further divided into subgroups by expression of PRAME and GEP genes (Supplementary Fig. 1). The following cell types were annotated using"	Single-cell analysis reveals new evolutionary complexity in uveal melanoma 	Michael A Durante	2020.1	GSE139829	
441	Human	Monocytes	"CD45, CD11b, Ly6C"				Tissues	Breast	Breast cancer	32732224	3	CLINICAL CANCER RESEARCH	10.11	"Cells in A are pregated on live, CD45_x0006_, HER2_ (n _ 57 tumors). Cells in B were pregated on live, CD45, CD11b, Ly6C (monocyte), or Ly6G (neutrophil; n _ 22 tumors)"	Stimulation of Oncogene-Specific Tumor-Infiltrating T Cells through Combined Vaccine and aPD-1 Enable Sustained Antitumor Responses against Established HER2 Breast Cancer	Erika J. Crosby	2020.7	GSE148482	
442	Human	Neutrophils	Ly6G				Tissues	Breast	Breast cancer	32732224	3	CLINICAL CANCER RESEARCH	10.11	"Cells in A are pregated on live, CD45_x0006_, HER2_ (n _ 57 tumors). Cells in B were pregated on live, CD45, CD11b, Ly6C (monocyte), or Ly6G (neutrophil; n _ 22 tumors)"	Stimulation of Oncogene-Specific Tumor-Infiltrating T Cells through Combined Vaccine and aPD-1 Enable Sustained Antitumor Responses against Established HER2 Breast Cancer	Erika J. Crosby	2020.7	GSE148482	
443	Human	Tumor cells	HER2				Tissues	Breast	Breast cancer	32732224	3	CLINICAL CANCER RESEARCH	10.11	"Although HER2 is expressed in many cell types, it is highly amplified in HER2_ breast cancer and is not just a marker of tumorigenesis but is recognized as an oncogenic driver"	Stimulation of Oncogene-Specific Tumor-Infiltrating T Cells through Combined Vaccine and aPD-1 Enable Sustained Antitumor Responses against Established HER2 Breast Cancer	Erika J. Crosby	2020.7	GSE148482	
444	Human	regulatory T cells (Tregs)	"FOXP3,TNFRSF4, IL2RA, IKZF2, TIGIT"				Tissues	Liver	Fibrosarcoma 	32783915	6	Cell	38.64	"expressing the canonical Treg cell markers FOXP3, TNFRSF4, IL2RA, IKZF2, and TIGIT"	Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer	Yonatan Katzenelenbogen	2020.8	GSE150877	
445	Human	Monocytes	"CD14, CD11c"				Tissues	Liver	Fibrosarcoma 	32783915	6	Cell	38.64	"Correspondingly, FACS analysis of monocytes (CD14high CD11c+) cells showed a high pp38 signal compared with the DC (CD14low CD11c+) population"	Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer	Yonatan Katzenelenbogen	2020.8	GSE150877	
446	Human	Dendritic cells	CD11c				Tissues	Liver	Fibrosarcoma 	32783915	6	Cell	38.64	"Correspondingly, FACS analysis of monocytes (CD14high CD11c+) cells showed a high pp38 signal compared with the DC (CD14low CD11c+) population"	Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer	Yonatan Katzenelenbogen	2020.8	GSE150877	
447	Human	T cells			central memory	"KLRG1, ITGB1, CCR7, SELL"	Tissues	Liver	Fibrosarcoma 	32783915	6	Cell	38.64	The TCF7+ ID2+ DP gate defined less characterized T cell sub_x0002_sets and was specifically enriched for two cell states of central memory (CM) and one state of effector memory (EM) T cells (Figure 3H). The two CM phenotypes share expression of KLRG1 and ITGB1 as well as naive markers such as CCR7 and SELL.	Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer	Yonatan Katzenelenbogen	2020.8	GSE150877	
448	Human	T cells			effector memory	"GZMK, KLRG1, KLRB1, PRF1"	Tissues	Liver	Fibrosarcoma 	32783915	6	Cell	38.64	"EM cells express low levels of the naive markers and are characterized by expression of GZMK, KLRG1, KLRB1, and PRF1."	Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer	Yonatan Katzenelenbogen	2020.8	GSE150877	
449	Human	Myeloid cells	"CD11b, Gr-1"				Tissues	Liver	Fibrosarcoma 	32783915	6	Cell	38.64	"Myeloid cells play a key role in controlling activation and inhibi_x0002_tion of adaptive anti-tumor responses. However, to date, there are no clear cell surface molecules other than broad lineage markers (CD11b and Gr-1) to define myeloid suppressive cells, "	Coupled scRNA-Seq and Intracellular Protein Activity Reveal an Immunosuppressive Role of TREM2 in Cancer	Yonatan Katzenelenbogen	2020.8	GSE150877	
450	Human	T cells	CD3E				Tissues	"Lung, uterus, colon, renal"	"Non-small cell lung adenocarcinoma, endometrial adenocarcinoma, colorectal adenocarcinoma, renal clear cell carcinoma"	32103181	4	Nature	42.78		Peripheral T cell expansion predicts tumour infiltration and clinical response	Thomas D Wu	2020.03	GSE139555	
451	Human	CD34 T cells	"RPL32, FOS"				Tissues	"Lung, uterus, colon, renal"	"Non-small cell lung adenocarcinoma, endometrial adenocarcinoma, colorectal adenocarcinoma, renal clear cell carcinoma"	32103181	4	Nature	42.78		Peripheral T cell expansion predicts tumour infiltration and clinical response	Thomas D Wu	2020.03	GSE139555	
452	Human	Natural killer (NK) cells	NKG7		NK cells	NKG7	Tissues	"Lung, uterus, colon, renal"	"Non-small cell lung adenocarcinoma, endometrial adenocarcinoma, colorectal adenocarcinoma, renal clear cell carcinoma"	32103181	4	Nature	42.78		Peripheral T cell expansion predicts tumour infiltration and clinical response	Thomas D Wu	2020.03	GSE139555	
453	Human	Plasma cells	MZB1		Plasma cells	MZB1	Tissues	"Lung, uterus, colon, renal"	"Non-small cell lung adenocarcinoma, endometrial adenocarcinoma, colorectal adenocarcinoma, renal clear cell carcinoma"	32103181	4	Nature	42.78		Peripheral T cell expansion predicts tumour infiltration and clinical response	Thomas D Wu	2020.03	GSE139555	
454	Human	Immune cells	VEGFA				Tissues	Small intestinal 	Primary small intestinal neuroendocrine tumor	32054662	7	Cold Spring Harb Mol Case Stud		We examined the production of the three VEGF homologs. VEGFA was expressed at higher levels in the neuroendocrine tumor cells and the immune cells of the primary tumor compared to the metastatic tumor 	Comparative scRNA-s eq Reveals Liver Metastasis-Specific Targets in a Patient with Small Intestinal Neuroendocrine Cancer	Manisha Rao	2020.02	GSE140312	
455	Human	Endothelial cells	"VEGFA, VEGFB, VEGF receptor gene FLT1, KDR"				Tissues	Small intestinal 	Primary small intestinal neuroendocrine tumor	32054662	7	Cold Spring Harb Mol Case Stud		"First, we examined the production of the three VEGF homologs. VEGFA was expressed at higher levels in the neuroendocrine tumor cells and the immune cells of the primary tumor compared to the metastatic tumor (Fig. 2C). VEGFA is known to be expressed by tumor-associated macrophages (TAMs), and the differential expression may indicate a lower influx of TAMs at the metastatic site (Ugel et al. 2015). VEGFB was expressed at high levels in the fibroblasts of the primary tumor but not in its metastatic counterparts and TGFB1, whereas VEGFC was expressed at comparable levels in Endothelial cellss (Fig. 2D). In contrast, the metastatic Endothelial cellss expressed higher levels of the VEGF receptor gene FLT1 and significantly higher levels of KDR, the latter being the primary VEGF receptor for mitogenic signaling (Fig. 2D). Additionally, the metastatic Endothelial cellss produced PDGFB, which the primary tumor Endothelial cellss did not, establishing a possible paracrine signaling support for the metastatic PDGFRB-expressing pericytes (Fig. 2D)."	Comparative scRNA-s eq Reveals Liver Metastasis-Specific Targets in a Patient with Small Intestinal Neuroendocrine Cancer	Manisha Rao	2020.02	GSE140312	
