entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id
1651	Mouse	Ciliated cells	Cdhr3				Tissues	murine tracheal epithelium	Normal	30069044	3	Nature	43	"Some cell type-specific markers, including Cdhr3 (ciliated cells) and Rgs13 (tuft cells)"	A revised airway epithelial hierarchy includes CFTR-expressing ionocytes	Daniel T. Montoro	2018	GSE103354
1652	Mouse	Tuft cells	Rgs13				Tissues	murine tracheal epithelium	Normal	30069044	3	Nature	43	"Some cell type-specific markers, including Cdhr3 (ciliated cells) and Rgs13 (tuft cells)"	A revised airway epithelial hierarchy includes CFTR-expressing ionocytes	Daniel T. Montoro	2018	GSE103354
1653	Mouse	Squamous epithelial	"Krt4, Krt13"				Tissues	murine tracheal epithelium	Normal	30069044	3	Nature	43	that uniquely expresses squamous epithelial markers Krt4 and Krt13	A revised airway epithelial hierarchy includes CFTR-expressing ionocytes	Daniel T. Montoro	2018	GSE103354
1654	Mouse	Schwann cells	Plp				Tissues	Cochleae	Hearing loss	30063705	7	Plos Genetics5.174	5.17	Plp is specifically expressed in Schwann and satellite cells in adult Mouse cochleae	High-resolution transcriptional dissection of in vivo Atoh1-mediated hair cell conversion in mature cochleae identifies Isl1 as a coreprogramming factor	Tetsuji Yamashita	2018	GSE85983
1655	Mouse	Satellite cells	Plp				Tissues	Cochleae	Hearing loss	30063705	7	Plos Genetics	5.17	Plp is specifically expressed in Schwann and satellite cells in adult Mouse cochleae	High-resolution transcriptional dissection of in vivo Atoh1-mediated hair cell conversion in mature cochleae identifies Isl1 as a coreprogramming factor	Tetsuji Yamashita	2018	GSE85984
1656	Mouse	Schwann cells	Mpz				Tissues	Cochleae	Hearing loss	30063705	7	Plos Genetics	5.17	Mpz is known as a Schwann cell marker	High-resolution transcriptional dissection of in vivo Atoh1-mediated hair cell conversion in mature cochleae identifies Isl1 as a coreprogramming factor	Tetsuji Yamashita	2018	GSE85985
1657	Mouse	Tympanic border cells	Emilin2				Tissues	Cochleae	Hearing loss	30063705	7	Plos Genetics	5.17	Strong Emilin2 mRNA expression has been specifically detected in the tympanic border cells underneath of basilar membrane in Mouse at P8 and P13	High-resolution transcriptional dissection of in vivo Atoh1-mediated hair cell conversion in mature cochleae identifies Isl1 as a coreprogramming factor	Tetsuji Yamashita	2018	GSE85986
1658	Mouse	pan Macrophages	"Cx3cr1, Cd79a"				Tissues	Cochleae	Hearing loss	30063705	7	Plos Genetics	5.17	Cx3cr1 and Cd79a are panmacrophage and B-cell markers	High-resolution transcriptional dissection of in vivo Atoh1-mediated hair cell conversion in mature cochleae identifies Isl1 as a coreprogramming factor	Tetsuji Yamashita	2018	GSE85987
1659	Mouse	B cells	"Cx3cr1, Cd79a"				Tissues	Cochleae	Hearing loss	30063705	7	Plos Genetics	5.17	Cx3cr1 and Cd79a are panmacrophage and B-cell markers	High-resolution transcriptional dissection of in vivo Atoh1-mediated hair cell conversion in mature cochleae identifies Isl1 as a coreprogramming factor	Tetsuji Yamashita	2018	GSE85988
1660	Mouse	NKT cells	Nkg7				Tissues	Cochleae	Hearing loss	30063705	7	Plos Genetics	5.17	Nkg7 is known to be highly expressed in NKT1 cells	High-resolution transcriptional dissection of in vivo Atoh1-mediated hair cell conversion in mature cochleae identifies Isl1 as a coreprogramming factor	Tetsuji Yamashita	2018	GSE85989
1681	Mouse	Venous endothelial cells	Slc38a5				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"we observed (Figure 5) distinct Endothelial cells types carrying known arterial (e.g., Bmx; VECA) and venous (Slc38a5; VECV) markers, as well as capillary Endothelial cellss (VECC) expressing Meox1."	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1682	Mouse	capillary Endothelial cells	Meox1				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"we observed (Figure 5) distinct Endothelial cells types carrying known arterial (e.g., Bmx; VECA) and venous (Slc38a5; VECV) markers, as well as capillary Endothelial cellss (VECC) expressing Meox1."	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1683	Mouse	arterial Endothelial cells	Bmx				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"we observed (Figure 5) distinct Endothelial cells types carrying known arterial (e.g., Bmx; VECA) and venous (Slc38a5; VECV) markers, as well as capillary Endothelial cellss (VECC) expressing Meox1."	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1684	Mouse	vascular Leptomeningeal cells	"Il33, Ptgds"				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"Brain fibroblast-like cells are likely identical to the vascular leptomeningeal cells (VLMCs) that we previously described in the Mouse CNS (Marques et al., 2016). In the present dataset, we observed four types sharing the canonical markers. Two types were distinguished by expression of genes including the pro-inflammatory cytokine Il33 (VLMC1) and the Prostaglandin D2 synthetase Ptgds (VLMC2), "	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1685	Mouse	Arachnoid barrier cells	"Abcg2, Pgp"				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	We identified one (ABC) as arachnoid barrier cells based on the expression of Abcg2 and Pgp.	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1686	Mouse	Oligodendrocytes	"Plp1, Sox10"				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"Molecularly, they showed a peculiar combination of markers otherwise archetypical of oligodendrocytes (Plp1, Sox10), pericytes (Vtn), Endothelial cellss (Cldn5), neurons (Npy), and astrocytes (Aldoc), as shown in Figure S3B"	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1687	Mouse	Pericytes	Vtn				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"Molecularly, they showed a peculiar combination of markers otherwise archetypical of oligodendrocytes (Plp1, Sox10), pericytes (Vtn), Endothelial cellss (Cldn5), neurons (Npy), and astrocytes (Aldoc), as shown in Figure S3B"	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1688	Mouse	Endothelial cells	Cldn5				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"Molecularly, they showed a peculiar combination of markers otherwise archetypical of oligodendrocytes (Plp1, Sox10), pericytes (Vtn), Endothelial cellss (Cldn5), neurons (Npy), and astrocytes (Aldoc), as shown in Figure S3B"	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1689	Mouse	Neurons 	Npy				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"Molecularly, they showed a peculiar combination of markers otherwise archetypical of oligodendrocytes (Plp1, Sox10), pericytes (Vtn), Endothelial cellss (Cldn5), neurons (Npy), and astrocytes (Aldoc), as shown in Figure S3B"	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1690	Mouse	Astrocytes	Aldoc				Tissues	"Brain, Spinal cord, Dorsal Root ganglia, Sympathetic ganglion, and Enteric nervous system."	Normal	30096314	10	Cell	38.64	"Molecularly, they showed a peculiar combination of markers otherwise archetypical of oligodendrocytes (Plp1, Sox10), pericytes (Vtn), Endothelial cellss (Cldn5), neurons (Npy), and astrocytes (Aldoc), as shown in Figure S3B"	Molecular Architecture of the Mouse Nervous System	Amit Zeisel	2018.8	
1719	Mouse	B cells			Germinal center B cells	AID	Tissues	Spleens	B cell differentiation	30127060	2	J Exp Med	11.74	The GC cluster was characterized by high transcript levels of AID	"Activated CARD11 accelerates germinal center kinetics, promoting mTORC1 and terminal differentiation"	Wray-Dutra	2018.9	GSE117895
1720	Mouse	B cells			plasmablast	Xbp1	Tissues	Spleens	B cell differentiation	30127060	2	J Exp Med	11.74	The PB cluster was characterized by high transcript levels of Xbp1	"Activated CARD11 accelerates germinal center kinetics, promoting mTORC1 and terminal differentiation"	Wray-Dutra	2018.9	GSE117895
1727	Mouse	Astrocytes	Agt				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a1) "	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1728	Mouse	Endothelial cells	Itm2a				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a2)"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1729	Mouse	Ependymal cells	Tmem212				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a3)"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1730	Mouse	Microglia cells	Hexb				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a4)"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1731	Mouse	Neurons	Celf4				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a5)"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1732	Mouse	NG2 cells	Pdgfra				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a6)"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1733	Mouse	Oligodendrocytes	Plp1				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a7)"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1734	Mouse	Tanycytes 	Col23a1				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"The cells were assigned to eight major cell types by their specific markers：astrocytes (Agt), Endothelial cellss (Itm2a), ependymal cells (Tmem212), microglia (Hexb), neurons (Celf4), NG2 cells (Pdgfra), oligodendrocytes (Plp1) and tanycytes (Col23a8)"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1735	Mouse	Suprachiasmatic nucleus neuron	"Avp, Vip, Nms, Cck, C1ql3, Grp, Bdnf, Irs4"				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	Fig. 3c	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1736	Mouse	Pacemaker cells	Nms				Tissues	Head	Normal	32066983	10	Nat Neurosci	20.07	"Interestingly, we found that the level of Nms, a previously identified marker for pacemaker cells in the SCN, positively correlates with the circadian rhythmicity among SCN neuron subtypes"	Spatiotemporal single-cell analysis of gene expression in the Mouse suprachiasmatic nucleus	Wen	2020.2	"GSE117295, GSE118403, GSE132608"
1737	Mouse	Arterial cells	Gja5				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	Figure 3	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1738	Mouse	Venous cells	Nr2f2				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	Figure 3	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1739	Mouse	Plvap Ecs	Esm1				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	Figure 3	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1740	Mouse	nuclear Endothelial cells	ERG				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	"Interestingly, western blots of P0 whole lungs showed a disproportional loss of the major VEGFA receptor (KDR or VEGFR2) along with its active, phosphorylated form, relative to a nuclear EC marker ERG (ETS transcription factor)"	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1741	Mouse	Tip Endothelial cells	"Esm1, Dll4"				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	"However, the analogy of Car4/tip ECs and Plvap/stalk ECs did not extend to other known tip and stalk EC markers, as exemplified by Esm1 and Dll4 for tip ECs and Hes1 and Flt1 for stalk Ecs"	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1742	Mouse	Stalk Endothelial cells	"Hes1, Flt1 "				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	"However, the analogy of Car4/tip ECs and Plvap/stalk ECs did not extend to other known tip and stalk EC markers, as exemplified by Esm1 and Dll4 for tip ECs and Hes1 and Flt1 for stalk Ecs"	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1743	Mouse	Immune cells 	CD45				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	Figure S3D	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1744	Mouse	Endothelial cells	ICAM2				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	Figure S3D	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1745	Mouse	Epithelial cells 	ECAD				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	Figure S3D	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1746	Mouse	MyoFibroblasts	SMA				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	"The perinuclear accumulation of PDGFRA, PDGFRB, and TAGLN allowed colocalization and assignment of cell types, while the commonly used myofibroblast marker SMA was not useful for such application but largely matched the cytoplasmic TAGLN staining"	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1747	Mouse	Pericytes	CSPG4				Tissues	Lung	Normal	32059772	11	Dev Cell	10.09	"Compared to non-Car4 ECs, Car4 ECs were the closest to the air space, as marked by the AT1 membrane marker AQP5, and separated by a thin basement membrane, as marked by Collagen IV (COL4), with no intervening pericytes, as marked by CSPG4 (also known as NG2)."	Epithelial Vegfa Specifies a Distinct Endothelial Population in the Mouse Lung	Ellis	2020.3	GSE124325
1748	Mouse	vascular Endothelial cells	"Pecam1, Cdh5"				Tissues	"Lung, heart, brain, testis, all intestine, liver, kidney, extensor digitorum longus, soleus, colon, spleen "	Normal	32059779	13	Cell	32.4	"EC clusters were annotated based on the expression of known EC and non-EC marker genes, including Pecam1 and Cdh5 (vascular ECs), Prox1 and Lyve-1 (lymphatic ECs), Col1a1 (fibroblasts), Hba-a1, Hbaa2, Hbb-bs (red blood cells) and Acta2 (smooth muscle cells)"	Single-Cell Transcriptome Atlas of Murine Endothelial cellss	Kalucka	2020.2	GSE99235
1749	Mouse	Lymphatic Endothelial cells(LECs)	"Prox1, Lyve-1.Pdpn"				Tissues	"Lung, heart, brain, testis, all intestine, liver, kidney, extensor digitorum longus, soleus, colon, spleen "	Normal	32059779	13	Cell	32.4	Figure S1A	Single-Cell Transcriptome Atlas of Murine Endothelial cellss	Kalucka	2020.2	GSE99235
1750	Mouse	Fibroblasts	Col1a1 				Tissues	"Lung, heart, brain, testis, all intestine, liver, kidney, extensor digitorum longus, soleus, colon, spleen "	Normal	32059779	13	Cell	32.4	"EC clusters were annotated based on the expression of known EC and non-EC marker genes, including Pecam1 and Cdh5 (vascular ECs), Prox1 and Lyve-1 (lymphatic ECs), Col1a1 (fibroblasts), Hba-a1, Hbaa2, Hbb-bs (red blood cells) and Acta2 (smooth muscle cells)"	Single-Cell Transcriptome Atlas of Murine Endothelial cellss	Kalucka	2020.2	GSE99235
1751	Mouse	Red blood cells	"Hba-a1, Hbaa2, Hbb-bs"				Tissues	"Lung, heart, brain, testis, all intestine, liver, kidney, extensor digitorum longus, soleus, colon, spleen "	Normal	32059779	13	Cell	32.4	"EC clusters were annotated based on the expression of known EC and non-EC marker genes, including Pecam1 and Cdh5 (vascular ECs), Prox1 and Lyve-1 (lymphatic ECs), Col1a1 (fibroblasts), Hba-a1, Hbaa2, Hbb-bs (red blood cells) and Acta2 (smooth muscle cells)"	Single-Cell Transcriptome Atlas of Murine Endothelial cellss	Kalucka	2020.2	GSE99235
